time,size
0.05925178527832031,50
0.09606623649597168,50
0.22455787658691406,50
0.07211899757385254,50
0.029986858367919922,50
0.494856595993042,50
0.045610904693603516,50
0.027339696884155273,50
0.06043267250061035,50
0.7176992893218994,50
0.16657018661499023,100
0.33663153648376465,100
0.6036534309387207,100
0.14546751976013184,100
0.21021461486816406,100
0.501563549041748,100
0.12404131889343262,100
0.36551523208618164,100
0.14651727676391602,100
0.20043730735778809,100
0.3569045066833496,150
0.6541194915771484,150
0.38791823387145996,150
1.0309338569641113,150
0.4327414035797119,150
1.285010576248169,150
0.40033411979675293,150
0.6528725624084473,150
0.17809176445007324,150
3.1763815879821777,150
0.8000233173370361,200
1.5901131629943848,200
1.1945147514343262,200
1.2978553771972656,200
2.3881423473358154,200
1.3799917697906494,200
2.9534902572631836,200
1.217933177947998,200
1.5006895065307617,200
0.8284978866577148,200
1.936108112335205,250
1.3569738864898682,250
1.6358692646026611,250
1.556748390197754,250
2.784369945526123,250
1.2459495067596436,250
1.3559868335723877,250
1.3342816829681396,250
1.2904975414276123,250
1.5897774696350098,250
3.3844308853149414,300
2.1863741874694824,300
2.8477561473846436,300
2.635333776473999,300
2.755134344100952,300
3.4790964126586914,300
2.745596170425415,300
4.618144750595093,300
3.874272584915161,300
2.764695644378662,300
3.6630823612213135,350
3.243720054626465,350
1.95369553565979,350
3.4901859760284424,350
3.715916156768799,350
3.248589515686035,350
2.395951986312866,350
5.204370975494385,350
4.761337757110596,350
4.166777610778809,350
5.524217844009399,400
3.776953935623169,400
4.207226991653442,400
5.255735874176025,400
14.82438349723816,400
3.3044092655181885,400
6.364445447921753,400
7.803203582763672,400
4.886011362075806,400
4.900145053863525,400
11.904606342315674,450
65.84955263137817,450
7.540989875793457,450
10.018284320831299,450
8.151637315750122,450
12.217763662338257,450
6.4943482875823975,450
11.16381573677063,450
5.379961967468262,450
4.954503774642944,450
15.731209516525269,500
7.417231559753418,500
9.54407525062561,500
21.85159730911255,500
14.69977331161499,500
19.347358226776123,500
7.727151155471802,500
10.07173490524292,500
8.81675410270691,500
6.505051136016846,500
10.986516237258911,550
31.035481214523315,550
13.867602825164795,550
8.801517963409424,550
17.72654390335083,550
10.645317316055298,550
12.732531547546387,550
8.175058841705322,550
10.503045558929443,550
12.098545551300049,550
10.417430400848389,600
15.29070520401001,600
11.045406818389893,600
13.584876298904419,600
16.487152338027954,600
14.812495231628418,600
16.496103048324585,600
14.057235717773438,600
12.529713153839111,600
12.5412437915802,600
56.85642862319946,650
15.867828130722046,650
35.981045722961426,650
20.18710470199585,650
14.183743000030518,650
13.429195642471313,650
7.290519714355469,650
18.73324990272522,650
10.576323986053467,650
14.760445356369019,650
35.84772777557373,700
15.367456436157227,700
27.378196001052856,700
42.04906129837036,700
12.295649766921997,700
23.79391121864319,700
26.832953453063965,700
17.610999584197998,700
22.690040826797485,700
11.344988346099854,700
16.998096704483032,750
20.225653648376465,750
28.725521326065063,750
19.50051522254944,750
34.334341049194336,750
20.514830112457275,750
26.58956813812256,750
28.3481285572052,750
20.876969575881958,750
26.05835247039795,750
47.30221676826477,800
40.619633197784424,800
20.117162942886353,800
17.78429865837097,800
24.550461530685425,800
33.018876791000366,800
49.01550316810608,800
31.901138305664062,800
33.45849943161011,800
26.524253368377686,800
35.12617063522339,850
32.820587396621704,850
66.29321336746216,850
27.314913034439087,850
31.973283529281616,850
29.62444829940796,850
24.552294492721558,850
37.14022731781006,850
16.12421178817749,850
20.420007705688477,850
27.59923791885376,900
44.840810775756836,900
48.841312885284424,900
19.358397960662842,900
45.43982291221619,900
28.82123327255249,900
73.38526940345764,900
53.64972281455994,900
49.71420741081238,900
40.77708601951599,900
65.41954636573792,950
49.38397455215454,950
24.193631887435913,950
55.41452622413635,950
30.090662717819214,950
38.06037092208862,950
51.108847856521606,950
62.01736807823181,950
23.616549730300903,950
47.75453281402588,950
49.93733024597168,1000
48.26583003997803,1000
26.461183309555054,1000
19.70777130126953,1000
36.63163137435913,1000
47.39121699333191,1000
46.14268445968628,1000
91.80240750312805,1000
60.91253137588501,1000
75.3659918308258,1000
