time,size
0.11885190010070801,50
0.02306079864501953,50
0.02915215492248535,50
0.020526885986328125,50
0.03368687629699707,50
0.016694068908691406,50
0.05497336387634277,50
0.045961618423461914,50
0.015285968780517578,50
0.010456323623657227,50
0.045240163803100586,50
0.035509586334228516,50
0.04356026649475098,50
0.059641361236572266,50
0.07242703437805176,50
0.09528684616088867,100
0.07373619079589844,100
0.19043803215026855,100
0.05260133743286133,100
0.10655617713928223,100
0.19769740104675293,100
0.1356358528137207,100
0.15358376502990723,100
0.18401265144348145,100
0.022019386291503906,100
0.2290329933166504,100
0.07137250900268555,100
0.26679039001464844,100
0.1296095848083496,100
0.18299341201782227,100
1.2264389991760254,150
0.3120732307434082,150
0.8043580055236816,150
0.527580738067627,150
0.5136795043945312,150
0.35785770416259766,150
0.42752981185913086,150
0.5902786254882812,150
0.5431303977966309,150
0.29572272300720215,150
0.32642531394958496,150
0.18386030197143555,150
0.150557279586792,150
0.592972993850708,150
0.5930747985839844,150
0.7100920677185059,200
0.667203426361084,200
0.7984530925750732,200
0.45008039474487305,200
0.739001989364624,200
0.6868550777435303,200
0.6670475006103516,200
1.4806692600250244,200
0.44994163513183594,200
1.250462532043457,200
0.9878120422363281,200
0.40624475479125977,200
0.4113805294036865,200
0.4979226589202881,200
0.39203763008117676,200
1.6039636135101318,250
1.1714437007904053,250
0.473003625869751,250
1.3392903804779053,250
1.112630844116211,250
1.4661674499511719,250
1.3920950889587402,250
1.3741624355316162,250
0.4369943141937256,250
1.7979035377502441,250
2.3847906589508057,250
2.1189966201782227,250
0.5413966178894043,250
2.0087339878082275,250
1.5725550651550293,250
1.680934190750122,300
2.7755351066589355,300
1.7271156311035156,300
2.3723626136779785,300
2.0741689205169678,300
0.9407989978790283,300
1.8156094551086426,300
1.8691003322601318,300
2.682769298553467,300
2.4153313636779785,300
2.0609800815582275,300
1.353621006011963,300
1.238440752029419,300
1.9898037910461426,300
3.703547239303589,300
1.7887685298919678,350
2.629084587097168,350
2.6225833892822266,350
2.7119665145874023,350
5.628747463226318,350
2.1721129417419434,350
3.0320663452148438,350
4.5726213455200195,350
1.327883243560791,350
3.8054490089416504,350
2.802743673324585,350
1.9654901027679443,350
1.4625585079193115,350
3.0741336345672607,350
2.9911928176879883,350
5.51262092590332,400
4.855009078979492,400
3.7652151584625244,400
1.989323616027832,400
4.082697153091431,400
2.510922431945801,400
3.850377321243286,400
2.9863827228546143,400
3.8329577445983887,400
4.3431501388549805,400
4.565917491912842,400
3.1713414192199707,400
3.9361813068389893,400
3.256741523742676,400
2.7829949855804443,400
4.034438610076904,450
2.7844066619873047,450
7.067000865936279,450
4.440800189971924,450
2.315541982650757,450
4.788475751876831,450
7.23810887336731,450
3.4324827194213867,450
6.4954729080200195,450
4.001677751541138,450
5.1258544921875,450
2.5845797061920166,450
4.773953437805176,450
4.868302583694458,450
5.887537240982056,450
7.78054141998291,500
5.903239011764526,500
7.22726583480835,500
5.740487098693848,500
5.999882698059082,500
11.66873836517334,500
4.940038681030273,500
5.8067543506622314,500
9.679035186767578,500
4.242027044296265,500
5.673596143722534,500
4.92988657951355,500
6.758307933807373,500
5.222743272781372,500
5.088646173477173,500
16.18248987197876,550
8.023682594299316,550
6.452875852584839,550
10.308642387390137,550
9.056342363357544,550
7.217392683029175,550
7.9408488273620605,550
5.001964092254639,550
8.856094121932983,550
7.505802154541016,550
6.193657875061035,550
5.728663682937622,550
9.204051971435547,550
5.456593036651611,550
9.993869304656982,550
11.327617168426514,600
7.733242750167847,600
7.65721869468689,600
6.5681071281433105,600
8.099037408828735,600
9.225139856338501,600
5.554150342941284,600
