time,size
0.00568537712097168,50
0.004273533821105957,50
0.0015371322631835937,50
0.0035369157791137694,50
0.0038563013076782227,50
0.004540657997131348,50
0.0009109258651733398,50
0.004725074768066407,50
0.0029540777206420897,50
0.0019100189208984375,50
0.057614374160766604,100
0.02951846122741699,100
0.008045363426208495,100
0.007665419578552246,100
0.0486656665802002,100
0.013110780715942382,100
0.03428819179534912,100
0.02588179111480713,100
0.03498101234436035,100
0.008262038230895996,100
0.05141363143920898,150
0.027760243415832518,150
0.0927884340286255,150
0.10544302463531494,150
0.16894905567169188,150
0.05041623115539551,150
0.06501026153564453,150
0.013468360900878907,150
0.033841490745544434,150
0.012755775451660156,150
0.0778775930404663,200
0.05194900035858154,200
0.1369727611541748,200
0.0800171136856079,200
0.2000190258026123,200
0.042400693893432616,200
0.1581338882446289,200
0.26805801391601564,200
0.08234093189239503,200
0.06511247158050537,200
0.22077343463897706,250
0.11085710525512696,250
0.19908294677734376,250
0.26557269096374514,250
0.10913467407226562,250
0.15783274173736572,250
0.30712575912475587,250
0.10414047241210937,250
0.31133255958557127,250
0.4775144100189209,250
0.6110542297363282,300
0.12821791172027588,300
0.5635309219360352,300
0.3499610185623169,300
0.33629069328308103,300
0.09609193801879883,300
0.3079438924789429,300
0.39734108448028566,300
0.05059094429016113,300
0.37806651592254636,300
1.1539499521255494,350
0.32480950355529786,350
0.9133874177932739,350
0.8362139463424683,350
0.33306958675384524,350
0.8209419250488281,350
0.6129213094711303,350
0.4322749376296997,350
0.6695518970489502,350
0.5256870508193969,350
0.3905343770980835,400
0.34309816360473633,400
0.46524174213409425,400
0.3173051834106445,400
0.6018104314804077,400
0.48644447326660156,400
0.3935553073883057,400
0.9118760347366333,400
0.23282740116119385,400
0.5420909643173217,400
0.4195054769515991,450
0.12845237255096437,450
0.5993990421295166,450
0.7302746295928955,450
0.6010791778564453,450
0.899038553237915,450
0.5410783529281616,450
0.9746132612228393,450
0.5995125770568848,450
1.121807336807251,450
1.0317173957824708,500
1.3529921054840088,500
0.5669678926467896,500
1.0179142951965332,500
0.37545340061187743,500
1.1129696130752564,500
2.5069024562835693,500
0.35461423397064207,500
0.5871986389160156,500
0.654212236404419,500
1.0831597566604614,550
1.577774739265442,550
0.33480129241943357,550
1.022859764099121,550
1.6740824460983277,550
2.1567567348480225,550
2.3240123271942137,550
1.470424509048462,550
0.8295472860336304,550
0.40380713939666746,550
1.7246349573135376,600
1.3883262157440186,600
1.371675395965576,600
1.1151374578475952,600
1.8241913557052611,600
0.8807350158691406,600
2.1501636505126953,600
1.6902955055236817,600
2.0537448644638063,600
2.971782755851746,600
1.5153104543685914,650
3.084678316116333,650
0.8177917242050171,650
2.4866434812545775,650
1.1937185764312743,650
1.467654323577881,650
0.9005375623703002,650
1.1161455631256103,650
0.7849299430847168,650
2.039953112602234,650
1.3430551767349244,700
1.2873973369598388,700
2.501124358177185,700
1.6775532722473145,700
2.169855332374573,700
1.7150506258010865,700
1.9239225149154664,700
2.4543208122253417,700
2.103665518760681,700
2.9732129335403443,700
1.2966210126876831,750
0.9902763605117798,750
1.8440131664276123,750
1.795328402519226,750
1.5284060001373292,750
2.4917701721191405,750
2.4573896646499636,750
1.5789435863494874,750
1.548397946357727,750
3.6029335975646974,750
2.8220170736312866,800
1.4476449728012084,800
2.5985419273376467,800
3.4448108434677125,800
2.625585985183716,800
1.9028526067733764,800
2.753631901741028,800
1.7749985694885253,800
3.8846354484558105,800
2.9787694931030275,800
2.100111961364746,850
2.9480697870254517,850
1.5787379503250123,850
2.216322684288025,850
1.6193389177322388,850
2.5981648206710815,850
7.104504823684692,850
4.182381200790405,850
2.383348894119263,850
1.0973859310150147,850
3.492553210258484,900
4.045849752426148,900
3.7572336912155153,900
4.085783624649048,900
4.645555090904236,900
6.185409498214722,900
2.0432248592376707,900
4.2825466871261595,900
2.40074565410614,900
2.5628727674484253,900
2.417882204055786,950
4.214463472366333,950
4.056002926826477,950
3.3750757932662965,950
4.637987661361694,950
3.65097119808197,950
2.9174461364746094,950
3.1802751779556275,950
4.697511839866638,950
3.045875811576843,950
4.441806173324585,1000
3.7129618167877196,1000
2.446518063545227,1000
3.1079452991485597,1000
4.817865967750549,1000
3.8577370643615723,1000
3.4004858255386354,1000
3.366085577011108,1000
4.124237966537476,1000
2.7515087366104125,1000
