,time,size
0,0.03899192810058594,50
1,0.03457617759704589,50
2,0.024694442749023444,50
3,0.03490376472473145,50
4,0.019615650177001953,50
5,0.02753424644470215,50
6,0.035498857498168945,50
7,0.029714584350585944,50
8,0.01923346519470215,50
9,0.02503085136413575,50
10,0.01533198356628418,50
11,0.016350269317626957,50
12,0.021087646484375,50
13,0.0252685546875,50
14,0.0295867919921875,50
15,0.08517694473266602,100
16,0.0717484951019287,100
17,0.1709301471710205,100
18,0.0865330696105957,100
19,0.07299160957336427,100
20,0.06584906578063965,100
21,0.08091425895690918,100
22,0.11331748962402344,100
23,0.07453107833862305,100
24,0.07834362983703613,100
25,0.0559229850769043,100
26,0.8775820732116699,100
27,0.06801915168762207,100
28,0.05867433547973633,100
29,0.06978821754455565,100
30,0.10392475128173828,150
31,0.16843533515930176,150
32,2.4498286247253414,150
33,0.4891505241394043,150
34,0.12810182571411136,150
35,0.3500175476074219,150
36,0.8863294124603271,150
37,0.22753620147705084,150
38,0.12465715408325195,150
39,0.6453433036804199,150
40,0.20482897758483887,150
41,0.472790002822876,150
42,0.138638973236084,150
43,0.1434969902038574,150
44,0.12982892990112305,150
45,0.2056102752685547,200
46,0.227977991104126,200
47,0.5742890834808348,200
48,4.631495475769043,200
49,0.19423937797546387,200
50,0.14401984214782715,200
51,0.25321364402771,200
52,1.1736717224121092,200
53,0.17258596420288086,200
54,0.4425687789916992,200
55,2.223381280899048,200
56,0.2451608180999756,200
57,0.24464631080627441,200
58,0.39135766029357916,200
59,0.29208540916442866,200
60,0.31871819496154785,250
61,0.6998224258422852,250
62,0.6130590438842773,250
63,0.44100141525268555,250
64,0.343494176864624,250
65,0.8405423164367676,250
66,1.5356287956237797,250
67,0.5990023612976074,250
68,1.9356460571289067,250
69,0.29057598114013666,250
70,1.854787349700928,250
71,1.8100523948669436,250
72,0.3200533390045166,250
73,0.43049216270446783,250
74,0.24269986152648926,250
75,5.814070463180542,300
76,0.5612814426422118,300
77,1.910933017730713,300
78,2.417750597000122,300
79,0.4422099590301514,300
80,0.8833730220794678,300
81,0.32631635665893555,300
82,4.273924112319946,300
83,2.5358657836914062,300
84,3.2931292057037354,300
85,0.6213397979736327,300
86,3.095045328140259,300
87,3.8446083068847656,300
88,0.5623772144317627,300
89,4.662680149078369,300
90,2.041325092315674,350
91,5.534261703491211,350
92,0.7704794406890869,350
93,0.9948523044586179,350
94,1.1857984066009521,350
95,4.013359785079956,350
96,6.069369316101074,350
97,11.292710065841675,350
98,0.7053446769714355,350
99,2.821101188659668,350
100,4.999701499938965,350
101,2.731112003326416,350
102,2.957555294036865,350
103,3.1508054733276367,350
104,2.068102598190308,350
105,3.5022523403167733,400
106,18.55870270729065,400
107,1.4103517532348633,400
108,1.0118651390075684,400
109,2.564627170562744,400
110,5.875741481781006,400
111,1.3913586139678955,400
112,0.8072092533111573,400
113,1.6511905193328855,400
114,11.370885610580444,400
115,3.2511677742004403,400
116,0.5639252662658691,400
117,2.449848175048828,400
118,6.664510011672974,400
119,0.7080626487731934,400
120,1.916764497756958,450
121,16.784084796905518,450
122,7.374166965484619,450
123,0.6610770225524902,450
124,0.56333327293396,450
125,0.918384313583374,450
126,14.696306228637695,450
127,6.878625154495239,450
128,20.234615802764893,450
129,1.5674419403076172,450
130,4.51152515411377,450
131,4.209791421890259,450
132,2.0308151245117188,450
133,4.217116117477417,450
134,0.6924757957458498,450
135,20.306851625442505,500
136,0.5871815681457518,500
137,11.329238176345825,500
138,3.471045970916748,500
139,8.170205116271973,500
140,4.018643856048584,500
141,0.9498600959777832,500
142,1.2384328842163086,500
143,18.28956127166748,500
144,10.172576427459717,500
145,15.274221658706665,500
146,6.844671964645386,500
147,1.2026340961456299,500
148,3.2474963665008545,500
149,7.17715311050415,500
150,15.979104280471798,550
151,0.8396060466766357,550
152,40.0109429359436,550
153,243.18414115905762,550
154,3.5103583335876465,550
155,5.409555912017822,550
156,34.885895013809204,550
157,6.949260473251343,550
158,3.9716036319732666,550
159,1.5851409435272217,550
160,6.43230676651001,550
161,19.930402994155884,550
162,10.941717386245728,550
163,7.213460445404053,550
164,32.86714577674866,550
165,5.319145679473877,600
166,10.102659463882446,600
167,41.65329551696777,600
168,1.8520548343658447,600
169,13.476645946502686,600
170,7.136387586593628,600
171,17.103105545043945,600
172,3.7703640460968018,600
173,93.09306883811954,600
174,120.82494807243344,600
175,1.1143219470977783,600
176,12.74165391921997,600
177,55.36375331878662,600
178,20.245493173599243,600
179,31.685569524765015,600
180,15.786453485488892,650
181,9.84415864944458,650
182,7.966084003448486,650
183,4.188624382019043,650
184,194.25427961349487,650
185,1.9843120574951172,650
186,42.95863509178162,650
187,5.117910623550415,650
188,2.1146886348724365,650
189,7.793277025222778,650
190,8.39520812034607,650
191,31.65259385108948,650
192,2.70074200630188,650
193,6.562979459762573,650
194,42.46968936920166,650
195,28.626223802566532,700
196,4.202690124511719,700
197,30.686129331588745,700
198,6.337454557418823,700
199,22.28744912147522,700
200,14.050206184387207,700
201,5.224173545837402,700
202,27.61135268211365,700
203,13.250504016876219,700
204,11.828107833862305,700
205,19.805161714553837,700
206,52.902041673660285,700
207,5.1072704792022705,700
208,25.763243675231934,700
209,62.77480745315553,700
210,13.171081304550171,750
211,16.776890516281128,750
212,4.877631187438965,750
213,19.7586510181427,750
214,27.979069232940667,750
215,21.37839984893799,750
216,31.077158212661743,750
217,55.94917821884155,750
218,12.503754138946533,750
219,14.59382700920105,750
220,52.220185995101936,750
221,35.79957413673401,750
222,25.579395294189453,750
223,1.7568409442901611,750
224,24.56481957435608,750
225,16.694974660873413,800
226,16.184882879257202,800
227,16.361923456192017,800
228,83.93312358856201,800
229,2.7098705768585205,800
230,226.0806357860565,800
231,3.14045786857605,800
232,4.036261081695557,800
233,24.418263912200928,800
234,2.746884822845459,800
235,43.15479826927185,800
236,7.004987716674805,800
237,45.220249652862556,800
238,29.409176349639885,800
239,22.77613639831543,800
240,165.01149272918707,850
241,63.185261964797974,850
242,45.67089676856995,850
243,30.380807638168335,850
244,38.977499961853034,850
245,44.00914263725281,850
246,69.01381397247316,850
247,32.078174352645874,850
248,424.77806520462036,850
249,65.43906164169313,850
250,51.330809593200684,850
251,78.65122985839844,850
252,106.31202268600462,850
253,42.32831025123596,850
254,3.3318681716918945,850
255,2.1623289585113525,900
256,186.21000456809998,900
257,87.65872883796692,900
258,24.15077519416809,900
259,114.8512372970581,900
260,65.56429719924925,900
261,36.35424137115479,900
262,25.026721477508545,900
263,41.5922691822052,900
264,2.672198534011841,900
265,14.162115335464478,900
266,44.41317677497863,900
267,184.00023555755612,900
268,75.83446264266968,900
269,34.872841358184814,900
270,89.08158373832703,950
271,23.809954404830933,950
272,189.4766404628753,950
273,15.54273271560669,950
274,91.2711193561554,950
275,67.67537808418274,950
276,13.041885375976562,950
277,54.90518379211426,950
278,394.01906204223644,950
279,23.125861883163452,950
280,9.686194419860842,950
281,13.808674573898315,950
282,52.79419732093811,950
283,88.7888855934143,950
284,40.27461242675781,950
285,11.190451383590698,1000
286,161.18180584907532,1000
287,124.82281637191772,1000
288,37.62935400009155,1000
289,20.760184288024902,1000
290,28.932662963867188,1000
