time,size
0.10175590515136719,50
0.004547619819641113,50
0.004565906524658203,50
0.004214644432067871,50
0.004465031623840332,50
0.039794921875,100
0.037056803703308105,100
0.0356642484664917,100
0.03437631130218506,100
0.04121301174163818,100
0.15252909660339356,150
0.14496471881866455,150
0.15718998908996581,150
0.15689380168914796,150
0.15033447742462158,150
0.42258944511413576,200
0.37049815654754636,200
0.3982492685317993,200
0.3672189474105835,200
0.4094384670257568,200
0.7900485515594482,250
0.7997884511947632,250
0.8638008117675782,250
0.737487530708313,250
0.8406765699386597,250
1.9486969709396362,300
1.4424470663070679,300
1.4208872079849244,300
1.295778465270996,300
1.2404428958892821,300
3.042686867713928,350
2.746474194526672,350
2.74758837223053,350
3.0022539854049684,350
2.672128677368164,350
4.351905393600464,400
4.900451707839966,400
4.789010548591614,400
4.512777519226074,400
4.508199381828308,400
7.0985695123672485,450
6.964046621322632,450
6.440018081665039,450
7.701242280006409,450
7.122688174247742,450
